Ticker,Name,Exchange,Category Name,Country
WTE.TO,Westshore Terminals Investment Corporation,TOR,Industrial Metals & Minerals,Canada
WRN.TO,Western Copper and Gold Corporation,TOR,Copper,Canada
WPX.TO,Western Potash Corp.,TOR,,Canada
WJX.TO,Wajax Corporation,TOR,Industrial Equipment Wholesale,Canada
WEW.TO,Webtech Wireless Inc.,TOR,,Canada
WEQ.TO,WesternOne Inc.,TOR,Heavy Construction,Canada
WDO.TO,Wesdome Gold Mines Ltd.,TOR,Gold,Canada
VXS.TO,ViXS Systems Inc.,TOR,,Canada
VMY-H.V,Voice Mobility International Inc.,VAN,,Canada
VPY.V,Versapay Corporation,VAN,Credit Services,Canada
VPO-H.V,Catalina Gold Corp.,VAN,,Canada
VNR.TO,Valener Inc,TOR,Industrial Metals & Minerals,Canada
VNP.TO,5N Plus Inc.,TOR,Industrial Metals & Minerals,Canada
MAO.V,Maudore Minerals Ltd.,VAN,,Canada
VII.TO,Seven Generations Energy Ltd.,TOR,Independent Oil & Gas,Canada
VGO.V,Vogogo Inc.,VAN,Business Software & Services,Canada
VGN.V,Greencastle Resources Ltd.,VAN,Independent Oil & Gas,Canada
USO.V,US Oil Sands Inc.,VAN,Independent Oil & Gas,Canada
URB-A.TO,Urbana Corporation,TOR,,Canada
UR.TO,Urthecast Corp.,TOR,,Canada
UBN.V,Urban Communications Inc.,VAN,Wireless Communications,Canada
TZZ.TO,Trez Capital Mortgage Investment Corporation,TOR,,Canada
TX.TO,ClearStream Energy Services Inc.,TOR,,Canada
TUS.V,Tuscany Energy Ltd.,VAN,,Canada
TSG.V,"TriStar Gold, Inc.",VAN,Industrial Metals & Minerals,Canada
TRL.TO,Trilogy International Partners Inc.,TOR,Drug Manufacturers - Major,Canada
TPX-B.TO,Molson Coors Canada Inc.,TOR,Beverages - Brewers,Canada
TPX-A.TO,Molson Coors Canada Inc.,TOR,Beverages - Brewers,Canada
TOU.TO,Tourmaline Oil Corp.,TOR,Independent Oil & Gas,Canada
TOG.TO,TORC Oil & Gas Ltd.,TOR,,Canada
TMI.TO,TriMetals Mining Inc.,TOR,,Canada
TMA.TO,Trimac Transportation Ltd.,TOR,,Canada
TII.V,Terra Firma Capital Corporation,VAN,Real Estate Development,Canada
TE.V,Trinity Valley Energy Corp.,VAN,Electric Utilities,Canada
SVV.V,Rockcliff Copper Corporation,VAN,,Canada
SVC.TO,Sandvine Corporation,TOR,Communication Equipment,Canada
SV.V,Simavita Limited,VAN,,Canada
SRA.V,Stria Lithium Inc.,VAN,,Canada
SOI.V,Sirios Resources Inc.,VAN,Industrial Metals & Minerals,Canada
SNF.V,Sunora Foods Inc.,VAN,Farm Products,Canada
SMC.TO,Sulliden Mining Capital Inc.,TOR,Gold,Canada
SLC.V,Pounce Technologies Inc.,VAN,,Canada
SII.TO,Sprott Inc.,TOR,Asset Management,Canada
SGL.TO,Spyglass Resources Corp.,TOR,,Canada
SFM.V,Santa Fe Metals Corp.,VAN,,Canada
SES.TO,Secure Energy Services Inc.,TOR,Oil & Gas Equipment & Services,Canada
SDY.TO,Strad Energy Services Ltd.,TOR,Oil & Gas Equipment & Services,Canada
SDX.V,SDX Energy Inc.,VAN,Independent Oil & Gas,Canada
SCL.TO,ShawCor Ltd.,TOR,Oil & Gas Equipment & Services,Canada
SBW.V,Strongbow Exploration Inc.,VAN,Gold,Canada
RNX.TO,RNC Minerals,TOR,Industrial Metals & Minerals,Canada
RLC.TO,Regal Lifestyle Communities Inc.,TOR,,Canada
RJ.V,Rojo Resources Ltd.,VAN,,Canada
REC.V,Reliant Gold Corp.,VAN,,Canada
QGR.V,Q-Gold Resources Ltd.,VAN,Gold,Canada
PTM.TO,Platinum Group Metals Ltd.,TOR,Industrial Metals & Minerals,Canada
PSH.V,Petroshale Inc.,VAN,Independent Oil & Gas,Canada
PRG.V,Precipitate Gold Corp.,VAN,Gold,Canada
PRB.V,Probe Metals Inc.,VAN,Industrial Metals & Minerals,Canada
PNP.TO,Pinetree Capital Ltd.,TOR,Investment Brokerage - National,Canada
PLS.TO,Polaris Materials Corporation,TOR,General Building Materials,Canada
PLC.V,Park Lawn Corporation,VAN,,Canada
PGS.V,Paget Minerals Corp.,VAN,Industrial Metals & Minerals,Canada
PGM.V,Pure Gold Mining Inc.,VAN,,Canada
PG.TO,Premier Gold Mines Limited,TOR,Gold,Canada
PFM.V,ProntoForms Corporation,VAN,,Canada
PDP.V,Pediapharm Inc.,VAN,Biotechnology,Canada
P.TO,Primero Mining Corp.,TOR,Gold,Canada
ORX.V,Orefinders Resources Inc.,VAN,Gold,Canada
OR.TO,Osisko Gold Royalties Ltd.,TOR,Gold,Canada
OPS.V,Opsens Inc.,VAN,,Canada
OGI.V,OrganiGram Holdings Inc.,VAN,Biotechnology,Canada
NWN.V,NWest Energy Corp.,VAN,,Canada
NUS.TO,Nautilus Minerals Inc.,TOR,Industrial Metals & Minerals,Canada
NTB.TO,"Neptune Technologies & Bioressources, Inc.",TOR,,Canada
NPC.TO,NAPEC Inc.,TOR,Biotechnology,Canada
NGC.V,Northern Graphite Corporation,VAN,Industrial Metals & Minerals,Canada
NEV.V,Nevada Sunrise Gold Corporation,VAN,Gold,Canada
NDQ.TO,Novadaq Technologies Inc.,TOR,Medical Laboratories & Research,Canada
NCG.V,North Country Gold Corp.,VAN,,Canada
NBZ.TO,Cona Resources Ltd.,TOR,,Canada
NBU.V,Nebu Resources Inc.,VAN,Gold,Canada
CDI.TO,CanElson Drilling Inc.,TOR,,Canada
CCT.TO,Catamaran Corporation,TOR,,Canada
MMA.V,Midnight Sun Mining Corp,VAN,Industrial Metals & Minerals,Canada
MLN.V,Marlin Gold Mining Ltd.,VAN,,Canada
MCB.TO,McCoy Global Inc.,TOR,Oil & Gas Equipment & Services,Canada
MBO.V,Mobio Technologies Inc.,VAN,,Canada
MBN.TO,MBN Corporation,TOR,,Canada
MBG.V,Malbex Resources Inc.,VAN,Gold,Canada
LYD.TO,Lydian International Limited,TOR,Industrial Metals & Minerals,Canada
LSI.V,LoneStar West Inc,VAN,Oil & Gas Equipment & Services,Canada
LRE.TO,Long Run Exploration Ltd.,TOR,,Canada
LND.V,Inspira Financial Inc.,VAN,,Canada
LMR.V,Lomiko Metals Inc.,VAN,,Canada
LMP.TO,Lumenpulse Group,TOR,,Canada
LII.TO,Logan International Inc.,TOR,,Canada
LGO.V,Largo Resources Ltd.,VAN,,Canada
LFE.TO,Canadian Life Companies Split Corp.,TOR,,Canada
LCS.TO,Brompton Lifeco Split Corp.,TOR,,Canada
LBS.TO,Life & Banc Split Corp.,TOR,,Canada
KWH-UN.TO,Crius Energy Trust,TOR,,Canada
KPT.TO,KP Tissue Inc.,TOR,Personal Products,Canada
KGL.V,Kilo Goldmines Ltd.,VAN,Gold,Canada
JZR.V,Jazz Resources Inc.,VAN,Industrial Metals & Minerals,Canada
JAX.V,Jaxon Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
ITH.TO,International Tower Hill Mines Ltd.,TOR,Gold,Canada
INT.V,Intertainment Media Inc.,VAN,,Canada
INN-UN.TO,InnVest Real Estate Investment Trust,TOR,,Canada
INM.V,Northair Silver Corp.,VAN,,Canada
IMV.TO,ImmunoVaccine Inc.,TOR,Biotechnology,Canada
IMM.V,Immunotec Inc.,VAN,Medical Laboratories & Research,Canada
IGX.V,IntelGenx Technologies Corp.,VAN,Biotechnology,Canada
IDM.TO,IDM Mining Ltd.,TOR,,Canada
ICP.TO,IC Potash Corp.,TOR,Agricultural Chemicals,Canada
HVG.V,Harvest Gold Corporation,VAN,Gold,Canada
HTR.V,Heatherdale Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
HPY.V,Happy Creek Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
HMX.V,Hunt Mining Corp.,VAN,Gold,Canada
HER.TO,Heron Resources Limited,TOR,Industrial Metals & Minerals,Canada
GXE.TO,Gear Energy Ltd.,TOR,Industrial Metals & Minerals,Canada
GRT-UN.TO,Granite Real Estate Investment Trust,TOR,,Canada
GPH.V,Graphite One Resources Inc.,VAN,Industrial Metals & Minerals,Canada
GGA.TO,Goldgroup Mining Inc.,TOR,Gold,Canada
GEO.TO,GEODRILL Limited,TOR,Industrial Metals & Minerals,Canada
GDI.TO,GDI Integrated Facility Services Inc.,TOR,,Canada
GCM.TO,Gran Colombia Gold Corp.,TOR,,Canada
GBT.TO,BMTC Group Inc.,TOR,,Canada
GBB.V,Granada Gold Mine Inc.,VAN,,Canada
FSZ.TO,Fiera Capital Corporation,TOR,Asset Management,Canada
FSW.V,Fireswirl Technologies Inc.,VAN,Internet Information Providers,Canada
FSV.TO,FirstService Corporation,TOR,Property Management,Canada
FRU.TO,Freehold Royalties Ltd.,TOR,Independent Oil & Gas,Canada
FOR.TO,Kneat Solutions Limited,TOR,,Canada
FNV.TO,Franco-Nevada Corporation,TOR,Gold,Canada
FAR.TO,Foraco International SA,TOR,Industrial Metals & Minerals,Canada
ESU.V,EEStor Corporation,VAN,,Canada
ESP.TO,Espial Group Inc.,TOR,Technical & System Software,Canada
ESN.TO,Essential Energy Services Ltd.,TOR,Oil & Gas Equipment & Services,Canada
ERM.TO,Eclipse Residential Mortgage Investment Corporation,TOR,,Canada
ENL.TO,Endo International plc,TOR,,Canada
ENA.V,Enablence Technologies Inc.,VAN,Communication Equipment,Canada
ELS.V,El Tigre Silver Corp,VAN,,Canada
ELN.V,El Nino Ventures Inc.,VAN,Drug Delivery,Canada
ECO.TO,EcoSynthetix Inc.,TOR,Specialty Chemicals,Canada
DVN.V,MX Gold Corp.,VAN,,Canada
DSR.V,Desert Star Resources Ltd.,VAN,,Canada
DS.TO,Dividend Select 15 Corp.,TOR,,Canada
DPM.TO,Dundee Precious Metals Inc.,TOR,Gold,Canada
DNA.TO,Dalradian Resources Inc.,TOR,Gold,Canada
DIV.TO,Diversified Royalty Corp.,TOR,,Canada
DEN.TO,Dundee Energy Limited,TOR,,Canada
CUS.TO,Canexus Corporation,TOR,,Canada
CU-X.TO,Canadian Utilities Limited,TOR,,Canada
CTX.TO,Crescita Therapeutics Inc.,TOR,,Canada
CRR-UN.TO,Crombie Real Estate Investment Trust,TOR,REIT - Diversified,Canada
CRN.TO,Crown Capital Partners Inc.,TOR,,Canada
CNU.TO,CNOOC Limited,TOR,Independent Oil & Gas,Canada
CMH.TO,Carmanah Technologies Corporation,TOR,Industrial Metals & Minerals,Canada
CLH.V,Coral Gold Resources Ltd.,VAN,Gold,Canada
CKE.TO,Chinook Energy Inc.,TOR,Independent Oil & Gas,Canada
CJT.TO,Cargojet Inc.,TOR,"Air Services, Other",Canada
CIQ-UN.TO,Canadian High Income Equity Fund,TOR,,Canada
CIO.V,Central Iron Ore Limited,VAN,Gold,Canada
CIG.TO,Colliers International Group Inc.,TOR,,Canada
ECA.TO,Encana Corporation,TOR,Independent Oil & Gas,Canada
LSG.TO,Lake Shore Gold Corp.,TOR,,Canada
CNQ.TO,Canadian Natural Resources Limited,TOR,Independent Oil & Gas,Canada
TT.TO,Terra Energy Corp.,TOR,,Canada
DL.TO,Danier Leather Inc.,TOR,,Canada
DEE.TO,Delphi Energy Corp.,TOR,Independent Oil & Gas,Canada
DSG.TO,The Descartes Systems Group Inc,TOR,Technical & System Software,Canada
DMM.TO,Dynasty Metals & Mining Inc.,TOR,,Canada
DII-A.TO,Dorel Industries Inc.,TOR,Home Furnishings & Fixtures,Canada
NDM.TO,Northern Dynasty Minerals Ltd.,TOR,Industrial Metals & Minerals,Canada
GDC.TO,Genesis Land Development Corp.,TOR,Real Estate Development,Canada
DC-A.TO,Dundee Corporation,TOR,Asset Management,Canada
SWY.TO,Stornoway Diamond Corporation,TOR,Gold,Canada
LUC.TO,Lucara Diamond Corp.,TOR,Industrial Metals & Minerals,Canada
CDV.TO,Cardinal Resources Limited,TOR,Communication Equipment,Canada
MDI.TO,Major Drilling Group International Inc.,TOR,Industrial Metals & Minerals,Canada
IDC.TO,International Datacasting Corporation,TOR,,Canada
DNX.V,Dynex Power Inc.,VAN,Semiconductor - Broad Line,Canada
DII-B.TO,Dorel Industries Inc.,TOR,Home Furnishings & Fixtures,Canada
PMD.V,Voltaic Minerals Corp.,VAN,,Canada
PFD-U.TO,LIMITED DURATION INV GRADE PREF,TOR,,Canada
PD.TO,Precision Drilling Corporation,TOR,Oil & Gas Equipment & Services,Canada
PCY.TO,Prophecy Development Corp.,TOR,,Canada
NDR.V,New Dimension Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
MRD.TO,Melcor Developments Ltd.,TOR,Real Estate Development,Canada
MPV.TO,Mountain Province Diamonds Inc.,TOR,,Canada
MMO.V,Mount Dakota Energy Corp.,VAN,Independent Oil & Gas,Canada
LMD.V,LED Medical Diagnostics Inc.,VAN,,Canada
IRD.TO,International Road Dynamics Inc.,TOR,,Canada
GZD.V,Grizzly Discoveries Inc,VAN,,Canada
GII-UN.TO,Global Diversified Investment Grade Income Trust II,TOR,,Canada
GIF-UN.TO,Global Infrastructure Dividend Fund,TOR,,Canada
DYA.V,dynaCERT Inc.,VAN,Diversified Machinery,Canada
DW.TO,DataWind Inc.,TOR,Asset Management,Canada
DVR.V,Deveron Resources Ltd.,VAN,,Canada
DVC-H.V,Devin Energy Corporation,VAN,Independent Oil & Gas,Canada
DV.V,Dolly Varden Silver Corporation,VAN,Silver,Canada
DSY.V,Destiny Media Technologies Inc.,VAN,Technical & System Software,Canada
DSL-UN.TO,DoubleLine Income Solutions Trust,TOR,,Canada
DOM-UN.TO,Dominion Citrus Income Fund,TOR,,Canada
DML.TO,Denison Mines Corp.,TOR,Industrial Metals & Minerals,Canada
DIR-UN.TO,Dream Industrial Real Estate Investment Trust,TOR,Wireless Communications,Canada
DIG-H.V,Digger Resources Inc.,VAN,,Canada
DHX-B.TO,DHX Media Ltd.,TOR,Entertainment - Diversified,Canada
DFN.TO,Dividend 15 Split Corp.,TOR,,Canada
DEQ.V,DEQ Systems Corp.,VAN,,Canada
DEJ.TO,DXI Energy Inc.,TOR,,Canada
DEF.V,Defiance Silver Corp.,VAN,Silver,Canada
DDC.TO,Dominion Diamond Corporation,TOR,,Canada
DCD-UN.TO,First Asset Diversified Convertible Debenture Fund,TOR,,Canada
DBO.TO,D-Box Technologies Inc.,TOR,Electronic Equipment,Canada
DAU.V,Desert Gold Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
DAQ-A.TO,Dundee Acquisition Ltd.,TOR,,Canada
DA-A.TO,Discovery Air Inc.,TOR,Major Airlines,Canada
CYP.V,Cypress Development Corp.,VAN,Copper,Canada
BIG-PD.TO,BIG 8 SPLIT INC PREF CLASS D,TOR,,Canada
BAD.TO,Badger Daylighting Ltd.,TOR,General Contractors,Canada
AKT-A.TO,AKITA Drilling Ltd.,TOR,Oil & Gas Drilling & Exploration,Canada
ADK.V,Diagnos Inc.,VAN,Technical & System Software,Canada
DXE.V,Return Energy Inc.,VAN,,Canada
TTE-UN.TO,Top 20 Europe Dividend Trust,TOR,,Canada
SQD.V,SQI Diagnostics Inc.,VAN,Medical Laboratories & Research,Canada
SDZ.V,"Security Devices International, Inc.",VAN,Aerospace/Defense - Major Diversified,Canada
SDV-H.V,Sumtra Diversified Inc.,VAN,,Canada
RDI.TO,Rockwell Diamonds Inc.,TOR,Industrial Metals & Minerals,Canada
RAY-A.TO,Stingray Digital Group Inc.,TOR,,Canada
NED.V,New Destiny Mining Corp.,VAN,,Canada
MDV.V,Megastar Development Corp.,VAN,Industrial Metals & Minerals,Canada
LDM.V,Lago Dourado Minerals Ltd.,VAN,,Canada
KZD.V,Kaizen Discovery Inc.,VAN,Industrial Metals & Minerals,Canada
JP.V,Jackpot Digital Inc.,VAN,,Canada
IFL-UN.TO,Voya Diversified Floating Rate Senior Loan Fund,TOR,,Canada
IDL.V,Imaging Dynamics Company Ltd.,VAN,,Canada
IDC.V,International Datacasting Corporation,VAN,,Canada
GOM.V,Golden Dawn Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
GOE.V,Goldeneye Resources Corp.,VAN,Industrial Metals & Minerals,Canada
GHC-UN.TO,Global Healthcare Dividend Fund,TOR,,Canada
GDG-UN.TO,Global Dividend Growers Income Fund,TOR,,Canada
GBD.V,Golden Bridge Development Corporation,VAN,,Canada
FGF.V,Capital DGMC Inc.,VAN,Asset Management,Canada
FGD.V,First Global Data Limited,VAN,Business Services,Canada
ENB-PD.TO,ENBRIDGE INC PREF SER D,TOR,,Canada
EGD.V,Energold Drilling Corp.,VAN,Industrial Metals & Minerals,Canada
DEX.V,Detector Exploration Ltd.,VAN,,Canada
EBC-UN.TO,Europe Blue-Chip Dividend & Growth Fund,TOR,,Canada
TLM.TO,Talisman Energy Inc.,TOR,,Canada
ENB.TO,Enbridge Inc.,TOR,Oil & Gas Pipelines,Canada
SVY.TO,Savanna Energy Services Corp.,TOR,,Canada
EMP-A.TO,Empire Company Limited,TOR,Gold,Canada
SGY.TO,Surge Energy Inc.,TOR,Independent Oil & Gas,Canada
HSE.TO,Husky Energy Inc.,TOR,Major Integrated Oil & Gas,Canada
CJR-B.TO,Corus Entertainment Inc.,TOR,Independent Oil & Gas,Canada
EMA.TO,Emera Incorporated,TOR,Diversified Utilities,Canada
VVC.V,VVC Exploration Corporation,VAN,Gold,Canada
ESL.TO,Enghouse Systems Limited,TOR,,Canada
ER.TO,Eastmain Resources Inc.,TOR,Industrial Metals & Minerals,Canada
EH.TO,goeasy Ltd.,TOR,,Canada
XTC.TO,Exco Technologies Limited,TOR,Auto Parts,Canada
XRC.TO,Exeter Resource Corporation,TOR,,Canada
TNX.TO,Tanzanian Royalty Exploration Corporation,TOR,Gold,Canada
TGL.TO,TransGlobe Energy Corporation,TOR,Independent Oil & Gas,Canada
REF-UN.TO,Canadian Real Estate Investment Trust,TOR,REIT - Diversified,Canada
MBA.TO,CIBT Education Group Inc.,TOR,Education & Training Services,Canada
HYD.TO,Hyduke Energy Services Inc.,TOR,Oil & Gas Equipment & Services,Canada
GIX.TO,Geologix Explorations Inc.,TOR,,Canada
EXF.TO,EXFO Inc,TOR,Communication Equipment,Canada
ETX.TO,Etrion Corporation,TOR,Diversified Utilities,Canada
ETG.TO,Entrée Resources Ltd.,TOR,Gold,Canada
ESK.V,Eskay Mining Corp.,VAN,Industrial Metals & Minerals,Canada
EDR.TO,Endeavour Silver Corp.,TOR,Silver,Canada
XL.V,XXL Energy Corp.,VAN,Major Integrated Oil & Gas,Canada
WRG.TO,Western Energy Services Corp.,TOR,,Canada
TYP.V,Typhoon Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
REI-UN.TO,Riocan Real Estate Investment Trust,TOR,REIT - Retail,Canada
CWT-UN.TO,Smart Real Estate Investment Trust,TOR,,Canada
PEH.V,Primeline Energy Holdings Inc.,VAN,Independent Oil & Gas,Canada
NXX.V,Nordex Explosives Ltd.,VAN,,Canada
NVA.TO,NuVista Energy Ltd.,TOR,Independent Oil & Gas,Canada
NKW.V,Naikun Wind Energy Group Inc.,VAN,Diversified Utilities,Canada
MAT.V,Matamec Explorations Inc.,VAN,Industrial Metals & Minerals,Canada
EWS.V,Environmental Waste International Inc.,VAN,Pollution & Treatment Controls,Canada
ESI.TO,Ensign Energy Services Inc.,TOR,Diversified Electronics,Canada
EPO.V,Encanto Potash Corp.,VAN,Industrial Metals & Minerals,Canada
ENW.V,EnWave Corporation,VAN,Diversified Machinery,Canada
ELD.TO,Eldorado Gold Corporation,TOR,Gold,Canada
EKG.V,"CardioComm Solutions, Inc.",VAN,Technical & System Software,Canada
EFL.TO,Electrovaya Inc.,TOR,Diversified Electronics,Canada
CR.TO,Crew Energy Inc.,TOR,Independent Oil & Gas,Canada
CEU.TO,CES Energy Solutions Corp.,TOR,Oil & Gas Drilling & Exploration,Canada
BNG.TO,Bengal Energy Ltd.,TOR,Independent Oil & Gas,Canada
URZ.TO,Uranerz Energy Corp.,TOR,,Canada
SWE.V,SilverWillow Energy Corporation,VAN,,Canada
WSE.V,Wellstar Energy Corp.,VAN,Independent Oil & Gas,Canada
TXL.TO,Tesla Exploration Ltd.,TOR,,Canada
NPR-UN.TO,NPR-UN.TO,TOR,,Canada
TMG.V,Thermal Energy International Inc.,VAN,Pollution & Treatment Controls,Canada
TIN.V,Eurotin Inc.,VAN,,Canada
TET.TO,Trilogy Energy Corp.,TOR,Independent Oil & Gas,Canada
SXL.V,Slam Exploration Ltd.,VAN,Oil & Gas Pipelines,Canada
SSV.V,Southern Silver Exploration Corp.,VAN,Gold,Canada
SPT.TO,Stockport Exploration Inc.,TOR,,Canada
SPE.TO,Spartan Energy Corp.,TOR,Independent Oil & Gas,Canada
PZE.V,Platino Energy Corp.,VAN,,Canada
SNS.V,Select Sands Corp.,VAN,Industrial Metals & Minerals,Canada
SLR.TO,Solitario Zinc Corp.,TOR,Gold,Canada
SKX.V,Striker Exploration Corp.,VAN,,Canada
SKK.V,Strikewell Energy Corp.,VAN,Independent Oil & Gas,Canada
RMT.V,Raimount Energy Inc.,VAN,,Canada
EDE.V,Edge Resources Inc.,VAN,,Canada
RES.TO,Rare Element Resources Ltd.,TOR,,Canada
RE.TO,Rock Energy Inc.,TOR,,Canada
Q-A.V,Questfire Energy Corp.,VAN,,Canada
PTP.V,Petrichor Energy Inc.,VAN,,Canada
PRQ.TO,Petrus Resources Ltd.,TOR,Independent Oil & Gas,Canada
PRD.V,PRD Energy Inc.,VAN,,Canada
POE.V,Pan Orient Energy Corp.,VAN,Independent Oil & Gas,Canada
PMI.V,PMI Resources Ltd.,VAN,,Canada
PIH.TO,Pacific Insight Electronics Corp.,TOR,Auto Parts,Canada
PHX.TO,PHX Energy Services Corp.,TOR,Industrial Metals & Minerals,Canada
PEG.TO,Pattern Energy Group Inc.,TOR,,Canada
ORC-B.V,Orca Exploration Group Inc.,VAN,Independent Oil & Gas,Canada
NUK.V,North Sea Energy Inc.,VAN,Independent Oil & Gas,Canada
NSP.V,Naturally Splendid Enterprises Ltd.,VAN,Food - Major Diversified,Canada
NPI-PA.TO,NORTHLAND POWER PREFERRED EQUIT,TOR,,Canada
NOU.V,Nouveau Monde Graphite Inc.,VAN,Industrial Metals & Minerals,Canada
NEM.V,New Era Minerals Inc.,VAN,,Canada
MEP.V,Marsa Energy Inc.,VAN,,Canada
MEI.V,Manitok Energy Inc.,VAN,Independent Oil & Gas,Canada
MD.V,Midland Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
MCE.V,Freedom Energy Inc.,VAN,,Canada
LE.V,Lariat Energy Ltd.,VAN,,Canada
KUB.V,CUB Energy Inc.,VAN,Independent Oil & Gas,Canada
KLE.V,Kingsland Energy Corp.,VAN,,Canada
IIP-UN.TO,InterRent Real Estate Investment Trust,TOR,REIT - Residential,Canada
HWK-A.V,"Hawk Exploration, Ltd.",VAN,,Canada
HSE-PC.TO,HUSKY ENERGY INC PREF SERIES 3,TOR,,Canada
PPE.V,Pacific Paradym Energy Inc.,VAN,,Canada
GMX.TO,Globex Mining Enterprises Inc.,TOR,Industrial Metals & Minerals,Canada
FVR.V,Solar Alliance Energy Inc.,VAN,,Canada
EXO.V,EXO U Inc,VAN,,Canada
EXG.V,ExGen Resources Inc.,VAN,Industrial Metals & Minerals,Canada
EVR.V,Everton Resources Inc.,VAN,Industrial Metals & Minerals,Canada
EVM.V,Evrim Resources Corp.,VAN,Gold,Canada
EUU.V,Azarga Metals Corp.,VAN,,Canada
ETF.V,Eastfield Resources Ltd.,VAN,Gold,Canada
ET.TO,Evertz Technologies Limited,TOR,Communication Equipment,Canada
ESS.V,Esstra Industries Inc.,VAN,Asset Management,Canada
ERG.V,Ergoresearch Ltd.,VAN,Medical Instruments & Supplies,Canada
EQB.TO,Equitable Group Inc.,TOR,Gold,Canada
ENT.TO,ENTREC Corporation,TOR,Scientific & Technical Instruments,Canada
ENB-PA.TO,ENBRIDGE PR,TOR,,Canada
EMA-PC.TO,EMERA INC PREF SH SERIES C,TOR,,Canada
ELO.V,Eloro Resources Ltd.,VAN,Gold,Canada
ELI.V,Nexoptic Technology Corp.,VAN,,Canada
EFR.TO,Energy Fuels Inc.,TOR,Business Services,Canada
EEL.V,Esrey Energy Ltd.,VAN,Gold,Canada
EDT.TO,Spectral Medical Inc.,TOR,Medical Laboratories & Research,Canada
ED-UN.V,Edgefront Real Estate Investment Trust,VAN,,Canada
EBN.V,Epicore BioNetworks Inc.,VAN,Pollution & Treatment Controls,Canada
EAS.V,East Asia Minerals Corporation,VAN,Industrial Metals & Minerals,Canada
EAG.V,Eagle Hill Exploration Corporation,VAN,,Canada
CWV.V,Crown Point Energy Inc.,VAN,Independent Oil & Gas,Canada
CRE.V,Critical Elements Corporation,VAN,Industrial Metals & Minerals,Canada
CFY.V,Changfeng Energy Inc.,VAN,Gas Utilities,Canada
CFL.V,Canadian Equipment Rentals Corp.,VAN,,Canada
CET.TO,Cathedral Energy Services Ltd.,TOR,Oil & Gas Drilling & Exploration,Canada
CE.V,Canada Energy Partners Inc.,VAN,Independent Oil & Gas,Canada
BMK.V,MacDonald Mines Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
BOW.V,Osisko Metals Incorporated,VAN,,Canada
BFS.V,BFS Entertainment & Multimedia Ltd.,VAN,,Canada
AZM.V,Azimut Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
AX-UN.TO,Artis Real Estate Investment Trust,TOR,REIT - Diversified,Canada
AVN.V,Avanti Energy Inc.,VAN,,Canada
AER.V,Alternative Earth Resources Inc.,VAN,,Canada
ZEE.V,Zenith Energy Ltd.,VAN,,Canada
XEL.V,Xcite Energy Limited,VAN,,Canada
XCT.TO,exactEarth Ltd.,TOR,,Canada
WTR.V,Westcore Energy Ltd.,VAN,Industrial Metals & Minerals,Canada
WGX-H.V,Whistler Gold Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
WEL.V,LiCo Energy Metals Inc.,VAN,,Canada
WCE.V,Wescan Energy Corp.,VAN,Independent Oil & Gas,Canada
WBE.V,WestBond Enterprises Corporation,VAN,Paper & Paper Products,Canada
WAR.V,War Eagle Mining Company Inc.,VAN,Industrial Metals & Minerals,Canada
VUX.V,Vital Energy Inc.,VAN,,Canada
VUI.V,Virginia Energy Resources Inc.,VAN,Industrial Metals & Minerals,Canada
VRD.V,Viridis Energy Inc.,VAN,,Canada
VEL.V,Vanoil Energy Ltd.,VAN,,Canada
VIO.V,Société d'Exploration Minière Vior Inc.,VAN,Gold,Canada
WDN.TO,Waldron Energy Corporation,TOR,,Canada
SLF.TO,Sun Life Financial Inc.,TOR,Property & Casualty Insurance,Canada
FR.TO,First Majestic Silver Corp.,TOR,Rental & Leasing Services,Canada
PWF.TO,Power Financial Corporation,TOR,Life Insurance,Canada
FM.TO,First Quantum Minerals Ltd.,TOR,Industrial Metals & Minerals,Canada
